 -1.94147287e-05 1.79775723e-06 -3.40218013e-06 -1.48557633e-05 1.00000000e+00
 -1.94017172e-05 1.80008681e-06 -3.40230013e-06 -1.48581328e-05 1.00000000e+00
 -2.24929245e-05 2.08763445e-06 -3.93190316e-06 -1.72078672e-05 1.00000000e+00
 -2.24824648e-05 2.09044386e-06 -3.93239035e-06 -1.72147835e-05 1.00000000e+00
 -1.48981129e-05 6.25659674e-07 -3.99810621e-06 -1.51055926e-05 1.00000000e+00
 -1.48959659e-05 6.27670140e-07 -3.99527159e-06 -1.51054351e-05 1.00000000e+00
 -1.72626576e-05 7.06197980e-07 -4.62870516e-06 -1.75193275e-05 1.00000000e+00
 -1.72615326e-05 7.08398136e-07 -4.62258610e-06 -1.75189403e-05 1.00000000e+00
 -4.61356621e-05 1.12962455e-05 -8.62050754e-06 -1.31658920e-05 1.00000000e+00
 -4.61360332e-05 1.12862663e-05 -8.61857161e-06 -1.31563818e-05 1.00000000e+00
 -5.34454208e-05 1.35329682e-05 -1.00403574e-05 -1.52888987e-05 1.00000000e+00
 -5.34426095e-05 1.35160705e-05 -1.00364703e-05 -1.52803613e-05 1.00000000e+00
 -1.12276145e-04 2.90932141e-04 -3.23253847e-05 -1.38909361e-05 1.00000000e+00
 -1.12271903e-04 2.90947776e-04 -3.23240023e-05 -1.38873779e-05 1.00000000e+00
 -1.30069033e-04 3.36651380e-04 -3.73976203e-05 -1.60360174e-05 1.00000000e+00
 -1.30054674e-04 3.36687356e-04 -3.73974290e-05 -1.60398872e-05 1.00000000e+00
 -4.92868157e-05 9.86671893e-06 -1.25829291e-05 -2.31295309e-05 1.00000000e+00
 -4.92851666e-05 9.86975081e-06 -1.25803085e-05 -2.31351618e-05 1.00000000e+00
 -5.70494074e-05 1.13898635e-05 -1.45555139e-05 -2.68116597e-05 1.00000000e+00
 -5.70527694e-05 1.13890015e-05 -1.45523445e-05 -2.68126829e-05 1.00000000e+00
 -2.37438963e-05 1.38984535e-05 -1.30257470e-05 -2.07649560e-05 1.00000000e+00
 -2.37456901e-05 1.38935495e-05 -1.30170758e-05 -2.07680050e-05 1.00000000e+00
 -2.75098028e-05 1.59668018e-05 -1.50243804e-05 -2.40249922e-05 1.00000000e+00
 -2.75107208e-05 1.59626665e-05 -1.50176635e-05 -2.40284474e-05 1.00000000e+00
 -2.64153615e-05 1.14118602e-05 -1.12029793e-05 -7.40982391e-06 1.00000000e+00
 -2.64051082e-05 1.14216371e-05 -1.11951255e-05 -7.41230949e-06 1.00000000e+00
 -3.06050229e-05 1.33217390e-05 -1.29727331e-05 -8.58289162e-06 1.00000000e+00
 -3.05948940e-05 1.33325242e-05 -1.29625101e-05 -8.58393848e-06 1.00000000e+00
 -9.35619180e-06 1.69742716e-05 -5.16071250e-06 -6.55522725e-06 1.00000000e+00
 -9.35782536e-06 1.69723354e-05 -5.16099883e-06 -6.55332038e-06 1.00000000e+00
 -1.08331655e-05 1.97615007e-05 -5.96526191e-06 -7.59419872e-06 1.00000000e+00
 -1.08330101e-05 1.97620008e-05 -5.96578232e-06 -7.59289450e-06 1.00000000e+00
 -2.36528973e-05 4.81584508e-05 -9.21067280e-06 -8.97787927e-06 1.00000000e+00
 -2.36441755e-05 4.81667841e-05 -9.21603687e-06 -8.96944160e-06 1.00000000e+00
 -2.74086857e-05 5.59235243e-05 -1.06924608e-05 -1.04253029e-05 1.00000000e+00
 -2.73970171e-05 5.59372398e-05 -1.06994513e-05 -1.04149299e-05 1.00000000e+00
 -1.95172446e-05 4.30400639e-05 -1.02203456e-05 -1.53688122e-05 1.00000000e+00
 -1.95250667e-05 4.30626786e-05 -1.02149339e-05 -1.53739620e-05 1.00000000e+00
 -2.26035102e-05 5.00672465e-05 -1.18695724e-05 -1.78025979e-05 1.00000000e+00
 -2.26155346e-05 5.00974811e-05 -1.18614963e-05 -1.78115659e-05 1.00000000e+00
 -2.18486741e-06 -4.45591945e-06 -7.36788861e-05 -4.00816308e-06 2.00000000e+00
 -2.18312650e-06 -4.44642831e-06 -7.36652215e-05 -4.01227460e-06 2.00000000e+00
 -2.52983279e-06 -5.11348979e-06 -8.52518642e-05 -4.64243302e-06 2.00000000e+00
 -2.52810262e-06 -5.10123519e-06 -8.52381637e-05 -4.64823915e-06 2.00000000e+00
 -3.09043765e-06 -5.84369170e-06 -5.14121620e-05 -3.51950430e-06 2.00000000e+00
 -3.08954489e-06 -5.84393049e-06 -5.14103138e-05 -3.51653917e-06 2.00000000e+00
 -3.57449559e-06 -6.76032979e-06 -5.95464114e-05 -4.07433420e-06 2.00000000e+00
 -3.57382389e-06 -6.76095767e-06 -5.95475146e-05 -4.07219762e-06 2.00000000e+00
 -4.95248993e-07 -6.38645866e-07 -2.04830986e-05 -6.24738671e-07 2.00000000e+00
 -4.94215225e-07 -6.41730309e-07 -2.04870227e-05 -6.25505391e-07 2.00000000e+00
 -5.74854502e-07 -6.83614863e-07 -2.36952975e-05 -7.25488597e-07 2.00000000e+00
 -5.73611866e-07 -6.88432644e-07 -2.37034748e-05 -7.25988186e-07 2.00000000e+00
 -1.51832394e-06 -4.57324194e-06 -4.18527156e-05 -5.63195458e-07 2.00000000e+00
 -1.51834065e-06 -4.57219063e-06 -4.18490621e-05 -5.65800694e-07 2.00000000e+00
 -1.76070565e-06 -5.22571880e-06 -4.85107649e-05 -6.60407387e-07 2.00000000e+00
 -1.76111923e-06 -5.22572419e-06 -4.85064913e-05 -6.63470835e-07 2.00000000e+00
 -1.08999940e-06 5.99700599e-06 -1.95391441e-05 -1.55235477e-06 2.00000000e+00
 -1.09611945e-06 6.03433030e-06 -1.95393091e-05 -1.56279411e-06 2.00000000e+00
 -1.26342003e-06 6.93128088e-06 -2.26415861e-05 -1.80068696e-06 2.00000000e+00
 -1.26994006e-06 6.96962617e-06 -2.26383284e-05 -1.81108333e-06 2.00000000e+00
 -1.30945064e-06 -3.84359011e-06 -4.58350467e-05 -2.44230848e-06 2.00000000e+00
 -1.30832962e-06 -3.84330160e-06 -4.58461914e-05 -2.44200639e-06 2.00000000e+00
 -1.51652741e-06 -4.47468007e-06 -5.30889598e-05 -2.82860978e-06 2.00000000e+00
 -1.51432161e-06 -4.47438032e-06 -5.30999058e-05 -2.82689842e-06 2.00000000e+00
 -2.96563558e-06 9.08115256e-06 -7.36254509e-05 -4.41966246e-06 2.00000000e+00
 -2.96084103e-06 9.14345154e-06 -7.35061976e-05 -4.40404018e-06 2.00000000e+00
 -3.43424582e-06 1.05412380e-05 -8.52272157e-05 -5.12196795e-06 2.00000000e+00
 -3.42814379e-06 1.06104556e-05 -8.50873043e-05 -5.10339971e-06 2.00000000e+00
 -1.85636588e-06 -5.21159442e-06 -6.30651427e-05 -3.65319581e-06 2.00000000e+00
 -1.85621868e-06 -5.21369102e-06 -6.30518666e-05 -3.65330351e-06 2.00000000e+00
 -2.14603315e-06 -6.05199064e-06 -7.29703884e-05 -4.22583281e-06 2.00000000e+00
 -2.14633538e-06 -6.05176020e-06 -7.29534323e-05 -4.22513560e-06 2.00000000e+00
 -1.37239650e-06 -7.72479581e-08 -3.03081396e-05 -1.74682334e-06 2.00000000e+00
 -1.37276247e-06 -8.31321364e-08 -3.03073673e-05 -1.74768032e-06 2.00000000e+00
 -1.59177006e-06 -5.54587050e-08 -3.51208542e-05 -2.03120520e-06 2.00000000e+00
 -1.59190841e-06 -6.05528382e-08 -3.51159304e-05 -2.03210975e-06 2.00000000e+00
 -1.29262197e-06 2.06643280e-05 -2.31013558e-05 -2.37300540e-06 2.00000000e+00
 -1.29283194e-06 2.06758682e-05 -2.30808740e-05 -2.37291924e-06 2.00000000e+00
 -1.49536884e-06 2.39711673e-05 -2.67469177e-05 -2.74701297e-06 2.00000000e+00
 -1.49578159e-06 2.39847653e-05 -2.67244060e-05 -2.74672406e-06 2.00000000e+00
 -2.49411734e-06 3.68616410e-06 -2.57952948e-05 -6.78071827e-06 3.00000000e+00
 -2.49131582e-06 3.69049315e-06 -2.57942567e-05 -6.77294265e-06 3.00000000e+00
 -2.88419048e-06 4.20935509e-06 -2.98442938e-05 -7.84653857e-06 3.00000000e+00
 -2.88191068e-06 4.21236495e-06 -2.98445771e-05 -7.83904040e-06 3.00000000e+00
 -4.56037279e-07 2.37076474e-06 -1.17086334e-05 -1.10381666e-06 3.00000000e+00
 -4.55108432e-07 2.36888302e-06 -1.17083670e-05 -1.10226248e-06 3.00000000e+00
 -5.26384336e-07 2.70812798e-06 -1.35365947e-05 -1.27660205e-06 3.00000000e+00
 -5.25027067e-07 2.70672564e-06 -1.35371780e-05 -1.27450179e-06 3.00000000e+00
 -3.01344601e-07 2.85460331e-07 -1.10722921e-05 -1.00799311e-06 3.00000000e+00
 -3.01098818e-07 2.82686535e-07 -1.10732627e-05 -1.00750083e-06 3.00000000e+00
 -3.47070394e-07 2.83211861e-07 -1.28077765e-05 -1.16569023e-06 3.00000000e+00
 -3.47141674e-07 2.82240884e-07 -1.28042703e-05 -1.16428020e-06 3.00000000e+00
 -7.79890555e-07 1.32484118e-05 -2.71931436e-05 -2.35922834e-06 3.00000000e+00
 -7.82783769e-07 1.32800207e-05 -2.71660892e-05 -2.36212782e-06 3.00000000e+00
 -9.01410292e-07 1.53372770e-05 -3.14949677e-05 -2.72839661e-06 3.00000000e+00
 -9.04924832e-07 1.53723797e-05 -3.14603429e-05 -2.73098272e-06 3.00000000e+00
 -3.52449456e-07 2.13885459e-06 -1.01893260e-05 -8.87745459e-07 3.00000000e+00
 -3.52649487e-07 2.13898172e-06 -1.01927773e-05 -8.87315277e-07 3.00000000e+00
 -4.07617244e-07 2.46340180e-06 -1.17840932e-05 -1.02812297e-06 3.00000000e+00
 -4.07107121e-07 2.46336380e-06 -1.17882138e-05 -1.02735831e-06 3.00000000e+00
 -7.75620101e-06 -1.05852640e-08 -2.94017787e-04 -3.03233664e-05 3.00000000e+00
 -7.75806156e-06 2.01492384e-08 -2.93989125e-04 -3.03351441e-05 3.00000000e+00
 -8.96149231e-06 -3.17633976e-07 -3.40285007e-04 -3.50767790e-05 3.00000000e+00
 -8.96451580e-06 -2.83085836e-07 -3.40234126e-04 -3.50907631e-05 3.00000000e+00
 -1.60371222e-06 1.54313108e-05 -3.72034886e-05 -4.48101250e-06 3.00000000e+00
 -1.60445713e-06 1.54369522e-05 -3.72134322e-05 -4.48056390e-06 3.00000000e+00
 -1.85498438e-06 1.79446639e-05 -4.30586227e-05 -5.17849352e-06 3.00000000e+00
 -1.85595290e-06 1.79456970e-05 -4.30718333e-05 -5.17769637e-06 3.00000000e+00
 -4.35949149e-06 3.39647894e-06 -5.87031032e-05 -1.27347229e-05 3.00000000e+00
 -4.35992493e-06 3.38808456e-06 -5.86931739e-05 -1.27314470e-05 3.00000000e+00
 -5.05151620e-06 3.96903311e-06 -6.79502153e-05 -1.47467254e-05 3.00000000e+00
 -5.05128531e-06 3.96078947e-06 -6.79284388e-05 -1.47395542e-05 3.00000000e+00
 -3.92074200e-06 5.53759090e-05 -4.96184794e-05 -9.18623094e-06 3.00000000e+00
 -3.91934344e-06 5.53668372e-05 -4.96263242e-05 -9.18841665e-06 3.00000000e+00
 -4.53268241e-06 6.39511112e-05 -5.74487418e-05 -1.06232986e-05 3.00000000e+00
 -4.53085771e-06 6.39356874e-05 -5.74563982e-05 -1.06257262e-05 3.00000000e+00
 -6.20506401e-06 1.55520235e-04 -4.96237779e-05 -9.69859744e-06 3.00000000e+00
 -6.20630839e-06 1.55526052e-04 -4.96355711e-05 -9.69840776e-06 3.00000000e+00
 -7.15908012e-06 1.79298213e-04 -5.73546439e-05 -1.11942888e-05 3.00000000e+00
 -7.15988786e-06 1.79303025e-04 -5.73709077e-05 -1.11950800e-05 3.00000000e+00
 -1.86160271e-04 3.82688903e-05 -1.98404293e-05 -9.82500077e-05 4.00000000e+00
 -1.86177326e-04 3.82753335e-05 -1.98379386e-05 -9.82901487e-05 4.00000000e+00
 -2.15520069e-04 4.42228582e-05 -2.29089908e-05 -1.13890574e-04 4.00000000e+00
 -2.15541205e-04 4.42288474e-05 -2.29036574e-05 -1.13963369e-04 4.00000000e+00
 -6.06522373e-04 -8.30803601e-06 -4.86564748e-05 -3.41633166e-05 4.00000000e+00
 -6.06506110e-04 -8.31420356e-06 -4.86438482e-05 -3.41672297e-05 4.00000000e+00
 -7.02161423e-04 -9.68207188e-06 -5.63587785e-05 -3.95279324e-05 4.00000000e+00
 -7.02175280e-04 -9.68537246e-06 -5.63447600e-05 -3.95285741e-05 4.00000000e+00
 -3.61598137e-04 7.07250172e-06 -2.75776234e-05 7.54924204e-06 4.00000000e+00
 -3.61570311e-04 7.08158073e-06 -2.75922833e-05 7.54891014e-06 4.00000000e+00
 -4.18865407e-04 7.98741157e-06 -3.19210364e-05 8.74579038e-06 4.00000000e+00
 -4.18803835e-04 8.00470390e-06 -3.19403410e-05 8.73773046e-06 4.00000000e+00
 -2.24704404e-04 1.64780420e-06 -1.11589929e-05 -1.23356481e-04 4.00000000e+00
 -2.24670878e-04 1.64943344e-06 -1.11632145e-05 -1.23339007e-04 4.00000000e+00
 -2.60182070e-04 1.79324205e-06 -1.28964543e-05 -1.42828478e-04 4.00000000e+00
 -2.60137532e-04 1.79264082e-06 -1.28999846e-05 -1.42815477e-04 4.00000000e+00
 -6.08833864e-04 2.78912991e-05 -4.51257234e-05 7.27663465e-05 4.00000000e+00
 -6.08833075e-04 2.78928302e-05 -4.51276527e-05 7.27353904e-05 4.00000000e+00
 -7.03792601e-04 3.12138903e-05 -5.12708343e-05 8.39526893e-05 4.00000000e+00
 -7.03800098e-04 3.12117099e-05 -5.12727929e-05 8.39339199e-05 4.00000000e+00
 -6.42450199e-05 2.58562558e-05 -1.06039808e-05 -1.56897892e-05 4.00000000e+00
 -6.42308878e-05 2.58413390e-05 -1.05983369e-05 -1.57066225e-05 4.00000000e+00
 -7.43796283e-05 2.98605983e-05 -1.22673345e-05 -1.81950677e-05 4.00000000e+00
 -7.43624415e-05 2.98383225e-05 -1.22610479e-05 -1.82029741e-05 4.00000000e+00
 -4.12233642e-05 1.97837483e-05 -5.68584442e-06 -6.60888359e-06 4.00000000e+00
 -4.12072308e-05 1.97803573e-05 -5.69144375e-06 -6.59972191e-06 4.00000000e+00
 -4.77368955e-05 2.27492972e-05 -6.56755380e-06 -7.64761207e-06 4.00000000e+00
 -4.77139202e-05 2.27403710e-05 -6.57288247e-06 -7.63698626e-06 4.00000000e+00
 -1.66549221e-04 1.29882048e-05 -1.67930676e-05 1.18664394e-05 4.00000000e+00
 -1.66665619e-04 1.29667558e-05 -1.67748633e-05 1.19682221e-05 4.00000000e+00
 -1.92695798e-04 1.51046723e-05 -1.94153731e-05 1.37717071e-05 4.00000000e+00
 -1.92844097e-04 1.50878924e-05 -1.93956425e-05 1.38881330e-05 4.00000000e+00
 -7.46276917e-05 2.67982659e-05 -9.90481260e-06 -3.10972525e-05 4.00000000e+00
 -7.46593489e-05 2.67797062e-05 -9.90677244e-06 -3.10957501e-05 4.00000000e+00
 -8.63935716e-05 3.11147162e-05 -1.14853627e-05 -3.59887210e-05 4.00000000e+00
 -8.64206810e-05 3.11004691e-05 -1.14819827e-05 -3.59894113e-05 4.00000000e+00
 -1.34541082e-04 -4.54493454e-06 -1.19308514e-05 -6.03402415e-05 4.00000000e+00
 -1.34511261e-04 -4.55139497e-06 -1.19293220e-05 -6.03385708e-05 4.00000000e+00
 -1.55780582e-04 -5.18361492e-06 -1.38053026e-05 -6.99054353e-05 4.00000000e+00
 -1.55743166e-04 -5.19231579e-06 -1.38077792e-05 -6.98968010e-05 4.00000000e+00
 -1.18369017e-05 1.32489576e-04 -4.28641027e-05 -1.08984738e-05 5.00000000e+00
 -1.18350233e-05 1.32560216e-04 -4.28342862e-05 -1.09038330e-05 5.00000000e+00
 -1.37001094e-05 1.53441305e-04 -4.96443083e-05 -1.26298795e-05 5.00000000e+00
 -1.36950793e-05 1.53515759e-04 -4.96036549e-05 -1.26368367e-05 5.00000000e+00
 -8.41383996e-06 1.87858908e-05 -7.45543810e-06 -7.46411743e-06 5.00000000e+00
 -8.41014559e-06 1.87988671e-05 -7.46047342e-06 -7.47379629e-06 5.00000000e+00
 -9.72990149e-06 2.16656617e-05 -8.61588878e-06 -8.60744159e-06 5.00000000e+00
 -9.72840898e-06 2.16858371e-05 -8.62247551e-06 -8.62037257e-06 5.00000000e+00
 -2.96900222e-06 2.26088751e-05 -8.47683551e-06 -4.72311330e-06 5.00000000e+00
 -2.97241407e-06 2.26041347e-05 -8.48756703e-06 -4.72768166e-06 5.00000000e+00
 -3.43333873e-06 2.60486632e-05 -9.81336961e-06 -5.46360095e-06 5.00000000e+00
 -3.43728491e-06 2.60454508e-05 -9.82758197e-06 -5.46948048e-06 5.00000000e+00
 -1.06925602e-05 7.11068557e-05 -5.50162064e-05 -1.71837233e-05 5.00000000e+00
 -1.06951360e-05 7.10935229e-05 -5.50076284e-05 -1.71763617e-05 5.00000000e+00
 -1.23592113e-05 8.18169547e-05 -6.36375635e-05 -1.98672649e-05 5.00000000e+00
 -1.23597097e-05 8.17954144e-05 -6.36242626e-05 -1.98585094e-05 5.00000000e+00
 -7.47717150e-06 1.64103158e-05 -1.45227613e-05 -1.25840873e-05 5.00000000e+00
 -7.47659937e-06 1.64191109e-05 -1.45252510e-05 -1.25815842e-05 5.00000000e+00
 -8.65194904e-06 1.88930874e-05 -1.68075631e-05 -1.45382736e-05 5.00000000e+00
 -8.65292905e-06 1.88990337e-05 -1.68086027e-05 -1.45349177e-05 5.00000000e+00
 -4.06240096e-06 2.85694530e-06 -2.36334587e-05 -6.22062437e-06 5.00000000e+00
 -4.05714263e-06 2.86069708e-06 -2.36350110e-05 -6.21546525e-06 5.00000000e+00
 -4.70495888e-06 3.29520128e-06 -2.73765314e-05 -7.20285496e-06 5.00000000e+00
 -4.70135003e-06 3.30042205e-06 -2.73778580e-05 -7.19927337e-06 5.00000000e+00
 -1.32952442e-05 7.58035435e-06 -2.14209640e-05 -1.64920928e-05 5.00000000e+00
 -1.32880089e-05 7.58860436e-06 -2.14242423e-05 -1.64817649e-05 5.00000000e+00
 -1.53813822e-05 8.71264220e-06 -2.47850600e-05 -1.91043494e-05 5.00000000e+00
 -1.53773102e-05 8.71953954e-06 -2.47874978e-05 -1.90930173e-05 5.00000000e+00
 -7.67678202e-06 3.12594206e-06 -1.31979733e-05 -7.52752451e-06 5.00000000e+00
 -7.67175137e-06 3.12465003e-06 -1.32006669e-05 -7.52767097e-06 5.00000000e+00
